# t x1 v1 x2 v2 E_kin E_pot E_tot
2.92000 -0.09969 -0.00828 0.09969 0.00828 0.00007 0.01093 0.01100
2.93000 -0.09976 -0.00719 0.09976 0.00719 0.00005 0.01095 0.01100
2.94000 -0.09983 -0.00609 0.09983 0.00609 0.00004 0.01096 0.01100
2.95000 -0.09989 -0.00499 0.09989 0.00499 0.00002 0.01098 0.01100
2.96000 -0.09993 -0.00389 0.09993 0.00389 0.00002 0.01098 0.01100
2.97000 -0.09996 -0.00279 0.09996 0.00279 0.00001 0.01099 0.01100
2.98000 -0.09999 -0.00169 0.09999 0.00169 0.00000 0.01100 0.01100
2.99000 -0.10000 -0.00059 0.10000 0.00059 0.00000 0.01100 0.01100
3.00000 -0.10000 0.00051 0.10000 -0.00051 0.00000 0.01100 0.01100
3.01000 -0.09999 0.00161 0.09999 -0.00161 0.00000 0.01100 0.01100
3.02000 -0.09997 0.00271 0.09997 -0.00271 0.00001 0.01099 0.01100
3.03000 -0.09993 0.00381 0.09993 -0.00381 0.00001 0.01099 0.01100
3.04000 -0.09989 0.00491 0.09989 -0.00491 0.00002 0.01098 0.01100
3.05000 -0.09984 0.00600 0.09984 -0.00600 0.00004 0.01096 0.01100
3.06000 -0.09977 0.00710 0.09977 -0.00710 0.00005 0.01095 0.01100
3.07000 -0.09969 0.00820 0.09969 -0.00820 0.00007 0.01093 0.01100
3.08000 -0.09961 0.00929 0.09961 -0.00929 0.00009 0.01091 0.01100
3.09000 -0.09951 0.01039 0.09951 -0.01039 0.00011 0.01089 0.01100
3.10000 -0.09940 0.01148 0.09940 -0.01148 0.00013 0.01087 0.01100
3.11000 -0.09928 0.01258 0.09928 -0.01258 0.00016 0.01084 0.01100
3.12000 -0.09915 0.01367 0.09915 -0.01367 0.00019 0.01081 0.01100
3.13000 -0.09901 0.01476 0.09901 -0.01476 0.00022 0.01078 0.01100
3.14000 -0.09885 0.01585 0.09885 -0.01585 0.00025 0.01075 0.01100
3.15000 -0.09869 0.01693 0.09869 -0.01693 0.00029 0.01071 0.01100
3.16000 -0.09851 0.01802 0.09851 -0.01802 0.00032 0.01068 0.01100
3.17000 -0.09833 0.01910 0.09833 -0.01910 0.00036 0.01064 0.01100
3.18000 -0.09813 0.02018 0.09813 -0.02018 0.00041 0.01059 0.01100
3.19000 -0.09792 0.02126 0.09792 -0.02126 0.00045 0.01055 0.01100
3.20000 -0.09771 0.02233 0.09771 -0.02233 0.00050 0.01050 0.01100
3.21000 -0.09748 0.02341 0.09748 -0.02341 0.00055 0.01045 0.01100
3.22000 -0.09724 0.02448 0.09724 -0.02448 0.00060 0.01040 0.01100
3.23000 -0.09699 0.02555 0.09699 -0.02555 0.00065 0.01035 0.01100
3.24000 -0.09673 0.02661 0.09673 -0.02661 0.00071 0.01029 0.01100
3.25000 -0.09646 0.02768 0.09646 -0.02768 0.00077 0.01023 0.01100
3.26000 -0.09617 0.02873 0.09617 -0.02873 0.00083 0.01017 0.01100
3.27000 -0.09588 0.02979 0.09588 -0.02979 0.00089 0.01011 0.01100
